,img_name,img_path,object_path
2243,004470.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004470.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004470.npy
2244,004471.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004471.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004471.npy
2245,004474.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004474.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004474.npy
2246,004479.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004479.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004479.npy
2247,004481.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004481.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004481.npy
2248,004484.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004484.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004484.npy
2249,004487.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004487.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004487.npy
2250,004488.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004488.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004488.npy
2251,004490.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004490.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004490.npy
2252,004493.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004493.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004493.npy
2253,004494.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004494.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004494.npy
2254,004495.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004495.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004495.npy
2255,004496.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004496.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004496.npy
2256,004498.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004498.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004498.npy
2257,004499.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004499.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004499.npy
2258,004500.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004500.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004500.npy
2259,004502.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004502.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004502.npy
2260,004507.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004507.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004507.npy
2261,004508.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004508.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004508.npy
2262,004509.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004509.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004509.npy
2263,004510.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004510.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004510.npy
2264,004512.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004512.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004512.npy
2265,004514.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004514.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004514.npy
2266,004517.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004517.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004517.npy
2267,004518.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004518.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004518.npy
2268,004519.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004519.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004519.npy
2269,004520.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004520.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004520.npy
2270,004524.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004524.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004524.npy
2271,004526.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004526.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004526.npy
2272,004527.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004527.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004527.npy
2273,004528.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004528.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004528.npy
2274,004530.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004530.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004530.npy
2275,004532.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004532.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004532.npy
2276,004535.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004535.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004535.npy
2277,004537.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004537.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004537.npy
2278,004539.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004539.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004539.npy
2279,004540.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004540.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004540.npy
2280,004542.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004542.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004542.npy
2281,004544.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004544.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004544.npy
2282,004548.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004548.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004548.npy
2283,004549.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004549.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004549.npy
2284,004551.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004551.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004551.npy
2285,004552.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004552.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004552.npy
2286,004553.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004553.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004553.npy
2287,004555.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004555.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004555.npy
2288,004558.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004558.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004558.npy
2289,004562.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004562.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004562.npy
2290,004563.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004563.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004563.npy
2291,004565.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004565.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004565.npy
2292,004566.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004566.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004566.npy
2293,004570.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004570.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004570.npy
2294,004571.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004571.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004571.npy
2295,004574.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004574.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004574.npy
2296,004576.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004576.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004576.npy
2297,004579.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004579.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004579.npy
2298,004581.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004581.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004581.npy
2299,004584.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004584.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004584.npy
2300,004585.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004585.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004585.npy
2301,004587.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004587.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004587.npy
2302,004588.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004588.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004588.npy
2303,004591.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004591.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004591.npy
2304,004592.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004592.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004592.npy
2305,004595.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004595.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004595.npy
2306,004597.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004597.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004597.npy
2307,004600.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004600.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004600.npy
2308,004601.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004601.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004601.npy
2309,004604.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004604.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004604.npy
2310,004605.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004605.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004605.npy
2311,004606.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004606.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004606.npy
2312,004607.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004607.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004607.npy
2313,004609.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004609.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004609.npy
2314,004611.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004611.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004611.npy
2315,004612.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004612.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004612.npy
2316,004618.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004618.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004618.npy
2317,004622.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004622.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004622.npy
2318,004623.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004623.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004623.npy
2319,004625.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004625.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004625.npy
2320,004626.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004626.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004626.npy
2321,004627.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004627.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004627.npy
2322,004628.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004628.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004628.npy
2323,004630.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004630.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004630.npy
2324,004631.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004631.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004631.npy
2325,004632.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004632.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004632.npy
2326,004634.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004634.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004634.npy
2327,004636.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004636.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004636.npy
2328,004643.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004643.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004643.npy
2329,004644.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004644.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004644.npy
2330,004647.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004647.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004647.npy
2331,004648.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004648.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004648.npy
2332,004649.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004649.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004649.npy
2333,004651.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004651.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004651.npy
2334,004652.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004652.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004652.npy
2335,004653.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004653.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004653.npy
2336,004654.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004654.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004654.npy
2337,004655.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004655.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004655.npy
2338,004656.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004656.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004656.npy
2339,004660.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004660.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004660.npy
2340,004662.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004662.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004662.npy
2341,004671.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004671.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004671.npy
2342,004672.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004672.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004672.npy
2343,004673.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004673.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004673.npy
2344,004674.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004674.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004674.npy
2345,004675.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004675.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004675.npy
2346,004676.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004676.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004676.npy
2347,004679.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004679.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004679.npy
2348,004682.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004682.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004682.npy
2349,004683.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004683.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004683.npy
2350,004685.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004685.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004685.npy
2351,004686.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004686.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004686.npy
2352,004687.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004687.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004687.npy
2353,004689.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004689.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004689.npy
2354,004691.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004691.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004691.npy
2355,004692.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004692.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004692.npy
2356,004693.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004693.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004693.npy
2357,004694.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004694.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004694.npy
2358,004699.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004699.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004699.npy
2359,004701.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004701.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004701.npy
2360,004702.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004702.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004702.npy
2361,004705.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004705.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004705.npy
2362,004706.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004706.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004706.npy
2363,004707.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004707.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004707.npy
2364,004708.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004708.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004708.npy
2365,004710.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004710.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004710.npy
2366,004714.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004714.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004714.npy
2367,004715.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004715.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004715.npy
2368,004718.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004718.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004718.npy
2369,004719.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004719.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004719.npy
2370,004722.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004722.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004722.npy
2371,004723.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004723.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004723.npy
2372,004727.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004727.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004727.npy
2373,004732.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004732.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004732.npy
2374,004735.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004735.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004735.npy
2375,004737.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004737.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004737.npy
2376,004742.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004742.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004742.npy
2377,004743.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004743.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004743.npy
2378,004746.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004746.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004746.npy
2379,004747.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004747.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004747.npy
2380,004748.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004748.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004748.npy
2381,004750.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004750.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004750.npy
2382,004753.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004753.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004753.npy
2383,004754.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004754.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004754.npy
2384,004760.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004760.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004760.npy
2385,004761.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004761.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004761.npy
2386,004768.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004768.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004768.npy
2387,004770.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004770.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004770.npy
2388,004773.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004773.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004773.npy
2389,004776.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004776.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004776.npy
2390,004777.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004777.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004777.npy
2391,004779.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004779.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004779.npy
2392,004782.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004782.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004782.npy
2393,004783.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004783.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004783.npy
2394,004785.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004785.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004785.npy
2395,004786.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004786.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004786.npy
2396,004788.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004788.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004788.npy
2397,004789.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004789.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004789.npy
2398,004790.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004790.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004790.npy
2399,004792.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004792.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004792.npy
2400,004793.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004793.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004793.npy
2401,004794.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004794.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004794.npy
2402,004796.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004796.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004796.npy
2403,004797.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004797.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004797.npy
2404,004799.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004799.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004799.npy
2405,004801.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004801.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004801.npy
2406,004805.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004805.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004805.npy
2407,004808.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004808.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004808.npy
2408,004812.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004812.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004812.npy
2409,004814.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004814.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004814.npy
2410,004815.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004815.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004815.npy
2411,004816.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004816.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004816.npy
2412,004818.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004818.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004818.npy
2413,004823.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004823.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004823.npy
2414,004825.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004825.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004825.npy
2415,004826.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004826.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004826.npy
2416,004828.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004828.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004828.npy
2417,004830.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004830.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004830.npy
2418,004831.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004831.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004831.npy
2419,004832.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004832.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004832.npy
2420,004834.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004834.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004834.npy
2421,004836.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004836.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004836.npy
2422,004837.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004837.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004837.npy
2423,004839.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004839.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004839.npy
2424,004840.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004840.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004840.npy
2425,004841.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004841.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004841.npy
2426,004842.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004842.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004842.npy
2427,004846.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004846.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004846.npy
2428,004848.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004848.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004848.npy
2429,004849.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004849.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004849.npy
2430,004850.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004850.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004850.npy
2431,004852.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004852.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004852.npy
2432,004856.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004856.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004856.npy
2433,004857.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004857.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004857.npy
2434,004859.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004859.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004859.npy
2435,004863.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004863.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004863.npy
2436,004866.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004866.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004866.npy
2437,004867.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004867.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004867.npy
2438,004868.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004868.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004868.npy
2439,004869.jpg,F:\VOCdevkit\VOC2007\JPEGImages\004869.jpg,F:\VOCdevkit\VOC2007\Annotations_array/004869.npy
